UlicaID;Ulica_Name;Dzielnica_Name;Miasto_Name
428438;Marii konopnickiej;Ul. Marii konopnickiej;Zamość
40565;Strońsko;Strońsko;Zapolice
18322;Długie;Długie;Zarszyn
21522;Skłody-piotrowice;Skłody-piotrowice;Zaręby kościelne
18253;Budy milewskie;Budy milewskie;Zawidz
42563;Kosmaczewo;Kosmaczewo;Zawidz
39714;Zawidz kościelny;Zawidz kościelny;Zawidz
24043;Błędna;Błędna;Zawoja
13333;Dolina;Dolina;Zawoja
33513;Kiecka;Kiecka;Zawoja
14495;Rąbaniska;Rąbaniska;Zawoja
9235;U bartonków;U bartonków;Zawoja
14599;Kopiec;Kopiec;Zawonia
19588;Stary krzesk;Stary krzesk;Zbuczyn
59669;Zbąszynek;Brak;Zbąszynek
36925;Kosieczyn;Kosieczyn;Zbąszynek
530416;Przedszkolna;Ul. Przedszkolna;Zbąszynek
8201;Nowa wieś;Nowa wieś;Zbąszyń
10192;Zduńska wola;Brak;Zduńska wola
31825;Tymienice;Tymienice;Zduńska wola
13068;Zgorzelec;Brak;Zgorzelec
18192;Jędrzychowice;Jędrzychowice;Zgorzelec
353;Zielona góra;Brak;Zielona góra
258652;Łężyca-inwestycyjna;Łężyca;Zielona góra
36099;Pękowice;Pękowice;Zielonki
540972;A3;Węgrzce;Zielonki
60746;Zwierzyniec;Brak;Zwierzyniec
38378;Topólcza;Topólcza;Zwierzyniec
4446;Jasieniec-kolonia;Jasieniec-kolonia;Zwoleń
22723;Józefów;Józefów;Zwoleń
40020;Sydół;Sydół;Zwoleń
7431;Wólka szelężna;Wólka szelężna;Zwoleń
55853;Ząbki;Brak;Ząbki
22901;Ząbkowice śląskie;Brak;Ząbkowice śląskie
366562;Jasna;Ul. Jasna;Ząbkowice śląskie
4972;Draganie;Draganie;Zębowice
38604;Wojsławice;Wojsławice;Złota
20998;Czarna glina;Czarna glina;Ćmielów
11653;Łabowiec;Łabowiec;Łabowa
50062;Ładzice;Ładzice;Ładzice
1984;Łagów;Brak;Łagów
1966;Łambinowice;Brak;Łambinowice
14072;Łapy;Brak;Łapy
20510;Roszki-wodźki;Roszki-wodźki;Łapy
36029;Krzucz;Krzucz;Łask
49792;Kmiczyn-kolonia;Kmiczyn-kolonia;Łaszczów
21271;Pukarzów-kolonia;Pukarzów-kolonia;Łaszczów
85327;Łaziska średnie;Łaziska średnie;Łaziska górne
8812;Wały;Wały;Łazy
9336;Poterka;Poterka;Łochów
11307;Stara łomża nad rzeką;Stara łomża nad rzeką;Łomża
50836;Gieraszowice;Gieraszowice;Łoniów
45566;Wronowice;Wronowice;Łososina dolna
12734;Dąbrówka łubniańska;Dąbrówka łubniańska;Łubniany
21887;Wilkowa;Wilkowa;Łubnice
13041;Osuchy;Osuchy;Łukowa
11755;Klimki drugie;Klimki drugie;Łuków
19798;Zarzecz łukowski;Zarzecz łukowski;Łuków
48446;Żdżary;Żdżary;Łuków
14333;Wyżega;Wyżega;Łyse
9582;Złota góra;Złota góra;Łyse
23367;Zęgwirt;Zęgwirt;Łysomice
22622;Zakulin;Zakulin;Łyszkowice
162;Łódzki wschodni;Brak;Łódzki wschodni
16129;Gałkówek-parcela;Koluszki;Łódzki wschodni
7123;Stare chrusty;Koluszki;Łódzki wschodni
10526;Prawda;Rzgów;Łódzki wschodni
378;Łódź;Brak;Łódź
69149;Bałuty;Łódź-bałuty;Łódź
523408;Nastrojowa;Łódź-bałuty;Łódź
413356;Rojna;Łódź-bałuty;Łódź
65196;Teofilów;Łódź-bałuty;Łódź
295491;Traktorowa;Łódź-bałuty;Łódź
345481;Łagiewnicka;Łódź-bałuty;Łódź
340932;Łanowa;Łódź-bałuty;Łódź
92812;Chojny;Łódź-górna;Łódź
94058;Dąbrowa;Łódź-górna;Łódź
520115;Grabowa;Łódź-górna;Łódź
69530;Górna;Łódź-górna;Łódź
392001;Krucza;Łódź-górna;Łódź
72483;Kurak;Łódź-górna;Łódź
82379;Marysin;Łódź-górna;Łódź
69325;Nowe rokicie;Łódź-górna;Łódź
88220;Ruda pabianicka;Łódź-górna;Łódź
429529;Zarzewska;Łódź-górna;Łódź
337759;Biegunowa;Łódź-polesie;Łódź
370621;Grodzieńska;Łódź-polesie;Łódź
438248;Konstantynowska;Łódź-polesie;Łódź
86536;Koziny;Łódź-polesie;Łódź
269546;Marcina kasprzaka;Łódź-polesie;Łódź
97758;Polesie;Łódź-polesie;Łódź
93149;Retkinia;Łódź-polesie;Łódź
357297;Spadochroniarzy;Łódź-polesie;Łódź
371704;Srebrzyńska;Łódź-polesie;Łódź
63703;Zdrowie;Łódź-polesie;Łódź
432633;Andrzeja kmicica;Łódź-widzew;Łódź
540493;Fabryczna;Łódź-widzew;Łódź
308985;Karla dedeciusa;Łódź-widzew;Łódź
308247;Ks. biskupa wincentego tymienieckiego;Łódź-widzew;Łódź
435285;Mieczysławy ćwiklińskiej;Łódź-widzew;Łódź
68642;Olechów;Łódź-widzew;Łódź
297841;Wacława wojewódzkiego;Łódź-widzew;Łódź
96636;Widzew;Łódź-widzew;Łódź
371214;Dr. adama próchnika;Łódź-śródmieście;Łódź
73691;Śródmieście;Łódź-śródmieście;Łódź
355000;Płocka;Łąck;Łąck
3508;Polanka;Polanka;Łącko
30894;Wyłupki;Wyłupki;Łącko
3635;Osełków;Osełków;Łączna
62426;Łęczna;Brak;Łęczna
347874;Generała sikorskiego;Ul. Generała sikorskiego;Łęczna
28141;Kozuby;Kozuby;Łęczyca
16576;Strzebielino-osiedle;Strzebielino-osiedle;Łęczyce
15440;Opatowiec;Opatowiec;Łęka opatowska
365000;Zamkowa;Kocierz rychwałdzki;Łękawica
8091;Zalesie-poczynki;Zalesie-poczynki;Śniadowo
24983;Osieczyna;Kostomłoty;Średzki
6029;Miąskowo;Krzykosy;Średzki
22552;Michałów;Nowe miasto nad wartą;Średzki
497519;Harcerska;Środa wielkopolska;Średzki
14363;Pławce;Środa wielkopolska;Średzki
434758;Za strzelnicą;Środa wielkopolska;Średzki
11904;Środa wielkopolska;Środa wielkopolska;Średzki
36324;Ciechów;Środa śląska;Średzki
3542;Kobylniki;Środa śląska;Średzki
6999;Luciny;Luciny;Śrem
547881;Gen. jarosława dąbrowskiego;Ul. Gen. jarosława dąbrowskiego;Śródmieście
1950;Świdnica;Brak;Świdnica
31228;Świdnica;Brak;Świdnica
262500;Juliusza słowackiego;Ul. Juliusza słowackiego;Świdnik
56435;Świecie;Brak;Świecie
21435;Dziki;Dziki;Świecie
7095;Biestrzykowice;Biestrzykowice;Świerczów
22799;Ciesław;Ciesław;Świerzno
1681;Świnice warckie;Brak;Świnice warckie
377;Świnoujście;Brak;Świnoujście
336509;11 listopada;Ul. 11 listopada;Świnoujście
292452;Bohaterów września;Ul. Bohaterów września;Świnoujście
383000;Parkowa;Gołanice;Święciechowa
543000;Krótka;Przybyszewo;Święciechowa
372;Świętochłowice;Brak;Świętochłowice
489297;Fryderyka chopina;Ul. Fryderyka chopina;Świętochłowice
14166;Żabno;Brak;Żabno
319171;Zgorzelecka;Ul. Zgorzelecka;Żary
24697;Budki;Budki;Żelechów
16174;Bożejewiczki;Bożejewiczki;Żnin
342;Żory;Brak;Żory
361292;Do jaru;Nowy świat;Żukowo
60312;Żyrardów;Brak;Żyrardów
268832;Marii nietrzebki;Ul. Marii nietrzebki;Żyrardów
9259;Borysów;Borysów;Żyrzyn
21934;Wola osińska;Wola osińska;Żyrzyn
31899;Żerdź;Żerdź;Żyrzyn
480336;Ogrodowa;Borzykowa;Żytno
14886;Modła;Modła;Żytno
30911;Sekursko;Sekursko;Żytno
